Region,1,,1000,,1500,,1600,,1700,,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Norway ,400,,400,,610,,665,,722,,801,,,,,,,,,,835,767,778,863,901,881,856,857,858,858,935,951,955,933,949,990,"1,006",966,912,935,956,"1,014","1,003","1,048","1,076","1,128","1,105","1,042","1,079","1,100","1,137","1,104","1,198","1,199","1,242","1,293","1,304","1,329","1,321","1,368","1,360","1,376","1,457","1,482","1,524","1,551","1,572","1,565","1,490","1,483","1,517","1,528","1,528","1,523","1,542","1,544","1,542","1,552","1,619","1,675","1,709","1,712","1,734","1,769","1,764","1,763","1,788","1,856","1,844","1,875","1,877","1,902","1,914","1,891","1,888","1,892","1,962","2,038","2,088","2,115","2,186","2,255","2,344","2,447","2,472","2,554","2,628","2,361","2,243","2,602","2,739","2,443","2,678","2,732","2,715","2,863","2,889","2,986","3,106","3,387","3,627","3,323","3,467","3,534","3,638","3,800","4,035","4,193","4,262","4,441","4,038","4,112","3,928","3,820","3,588","3,980","4,335","4,864","5,144","5,227","5,430","5,670","5,814","5,985","6,226","6,301","6,575","6,711","6,652","6,874","7,204","7,595","7,746","7,982","8,316","8,690","8,945","9,423","9,551","9,899","10,027","10,472","10,922","11,324","11,726","12,271","12,930","13,425","13,840","14,411","15,076","15,169","15,145","15,636","16,513","17,320","17,882","18,164","18,059","18,157","18,466","19,045","19,561","19,974","20,905","21,703","22,728","23,775","24,138","24,470","25,102","25,468","25,733","25,879","26,765","27,377","27,899","28,013","28,500"
Sweden ,400,,400,,651,,700,,750,,819,854,874,873,899,892,893,831,880,896,870,868,845,887,903,902,913,911,872,899,925,912,876,896,938,959,924,938,968,"1,008","1,019","1,007",985,993,"1,006","1,065","1,045","1,068","1,118","1,172","1,195","1,183","1,104","1,183","1,206","1,244","1,207","1,225","1,094","1,202","1,359","1,406","1,445","1,451","1,479","1,453","1,539","1,505","1,452","1,522","1,520","1,565","1,549","1,658","1,625","1,675","1,665","1,650","1,726","1,745","1,769","1,836","1,826","1,875","1,888","1,963","2,050","2,122","2,176","2,233","2,209","2,248","2,239","2,314","2,394","2,366","2,544","2,690","2,622","2,617","2,776","2,814","2,900","3,073","3,100","3,127","3,265","3,022","2,820","2,938","3,111","2,820","3,105","3,249","3,407","3,414","3,674","3,780","3,885","4,145","4,306","4,247","4,100","4,207","4,535","4,768","4,991","5,194","5,371","5,737","5,180","5,074","5,157","5,344","5,441","5,454","5,994","6,351","6,398","6,570","6,769","6,979","6,974","7,043","7,339","7,478","7,702","7,897","8,045","8,356","8,792","9,237","9,602","10,021","10,618","11,045","11,276","11,623","12,036","12,540","13,011","13,227","13,533","14,018","14,485","14,575","14,825","14,560","14,498","14,929","15,016","14,909","15,076","15,337","15,804","16,049","16,442","16,905","17,298","17,710","17,781","17,438","16,997","16,597","17,066","17,592","17,824","18,362","19,073","19,917","20,710","20,890","21,361","21,733","22,292","22,987","23,912","24,496","24,409"
Switzerland ,425,,410,,632,,750,,890,,"1,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,488","1,514","1,606","1,546","1,365","1,586","1,575","1,700","2,133","2,016","1,745","1,859","1,989","1,978","1,862","2,010","1,980","1,731","2,033","2,211","2,102","2,225","2,108","2,152","2,397","2,645","2,568","2,303","2,331","2,310","2,450","2,481","2,400","2,396","2,657","2,855","2,956","2,931","2,990","2,982","3,182","2,987","3,207","3,294","3,179","3,488","3,536","3,675","3,697","3,835","3,833","3,745","3,783","3,662","3,808","3,913","4,206","4,193","4,078","4,240","4,331","4,378","4,373","4,266","4,233","4,290","4,277","3,804","3,798","4,060","4,314","4,208","4,618","4,874","5,039","5,388","5,626","5,892","6,171","6,332","6,246","5,943","5,710","5,966","5,952","5,907","5,908","6,171","6,390","6,360","6,397","6,312","6,107","6,001","6,089","7,752","8,181","9,050","9,116","8,757","9,064","9,684","9,630","9,840","10,287","10,867","11,439","11,705","11,297","11,870","12,457","13,099","13,354","13,710","14,191","14,504","14,727","15,010","15,374","16,031","16,904","17,381","17,774","18,204","18,414","17,224","17,170","17,635","17,662","18,050","18,779","18,956","18,560","18,560","19,038","19,586","19,786","19,792","20,243","20,935","21,487","21,051","20,831","20,598","20,653","20,608","20,647","21,003","21,594","21,797","22,475","22,594","22,536","22,342","22,787","23,259","23,986","24,748","25,104"
United Kingdom ,400,,400,,714,,974,,"1,250",,"1,706",,,,,,,,,,"1,749","1,811","1,774","1,774","1,828","1,906","1,957","1,912","1,996","2,069","1,990","1,930","1,869","1,886","1,981","2,067","2,185","2,213","2,272","2,334","2,330","2,451","2,480","2,555","2,602","2,571","2,730","2,757","2,742","2,790","2,830","2,884","2,880","2,881","2,935","3,001","3,023","2,968","3,037","3,031","3,190","3,332","3,319","3,365","3,386","3,434","3,430","3,425","3,403","3,353","3,477","3,568","3,643","3,643","3,622","3,574","3,600","3,713","3,849","4,024","4,009","3,975","3,846","3,811","4,029","4,118","4,249","4,264","4,428","4,567","4,492","4,450","4,525","4,440","4,428","4,520","4,631","4,679","4,449","4,511","4,611","4,709","4,762","4,921","4,927","5,288","5,384","5,421","5,459","4,870","4,548","4,439","4,637","4,760","4,921","5,144","4,936","5,315","5,357","5,503","5,441","5,138","5,148","5,277","5,608","5,799","6,035","6,218","6,266","6,262","6,856","7,482","7,639","7,744","7,405","7,056","6,745","6,604","6,746","6,956","6,939","7,123","7,091","7,346","7,619","7,868","7,929","8,017","7,966","8,240","8,645","8,857","8,865","9,149","9,568","9,752","9,885","10,049","10,410","10,552","10,767","10,941","11,294","12,025","11,859","11,847","12,115","12,384","12,828","13,167","12,931","12,747","12,955","13,404","13,720","14,165","14,742","15,393","16,110","16,414","16,430","16,157","16,133","16,463","17,137","17,561","17,997","18,527","19,023","19,516","20,353","20,590","20,946","21,461","22,096","22,518","23,107","23,642","23,742"
Total 12 Western Europe ,599,,425,,797,,906,,"1,028",,"1,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,652",,,,,,,,,,,,,,,,,,,,"2,080","2,116","2,184","2,183","2,278","2,312","2,254","2,261","2,271","2,210","2,289","2,317","2,381","2,414","2,415","2,412","2,438","2,495","2,546","2,592","2,635","2,627","2,622","2,664","2,734","2,781","2,854","2,859","2,965","3,051","3,067","3,037","3,043","3,085","3,114","3,171","3,244","3,348","3,302","3,375","3,375","3,497","3,601","3,687","3,441","3,503","3,640","3,544","3,438","3,252","3,313","3,316","3,586","3,517","3,777","3,955","3,980","4,138","4,298","4,393","4,297","4,052","3,906","4,034","4,179","4,339","4,525","4,730","4,833","5,088","4,992","5,053","4,995","4,993","4,776","4,150","3,917","4,138","4,390","4,721","5,005","5,259","5,412","5,664","5,940","6,280","6,512","6,753","6,864","7,163","7,585","7,890","8,166","8,442","8,857","9,130","9,379","9,629","10,073","10,556","10,925","11,187","11,560","12,124","12,312","12,191","12,700","13,023","13,367","13,845","14,001","13,987","14,072","14,320","14,662","15,008","15,395","15,764","16,316","16,751","16,797","16,995","17,121","17,008","17,428","17,801","18,039","18,450","18,855","19,320","19,993","20,235","20,347","20,469","20,847","21,131","21,684","22,164","22,246"
Ireland ,,,,,526,,615,,715,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,736",,,,,,,,"2,533","2,598","2,575","2,569","2,573","2,572","2,653","2,737","2,824","2,897","2,972","2,885","2,800","2,882","2,966","3,052","2,957","3,052","3,052","3,052","3,052","3,052","3,052","3,052","3,019","3,052","3,092","3,230","3,404","3,453","3,544","3,642","3,747","3,794","3,920","3,897","3,914","3,870","4,038","4,282","4,508","4,636","4,821","4,986","5,051","5,080","5,352","5,770","6,089","6,199","6,354","6,663","6,867","7,042","7,316","7,302","7,795","8,250","8,366","8,541","8,716","8,821","8,740","9,056","9,306","9,265","9,698","10,234","10,880","11,818","11,969","12,275","12,533","13,191","14,389","15,481","17,143","18,265","19,922","21,551","22,605","23,823","24,602","25,379","26,643","27,760","29,090","27,898"
Greece ,550,,400,,433,,483,,530,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,"1,178",,,,,,,,,,"1,351",,,,,,,,,,,,,"1,592","1,502","1,143",972,848,"1,430","1,274","1,433","1,918","1,963","1,988","2,057","2,140","2,180","2,220","2,234","2,342","2,258","2,134","2,289","2,395","2,418","2,480","2,455","2,769","2,677","2,638","2,223","1,874","1,579","1,327","1,116",938,"1,386","1,763","1,798","1,869","1,915","2,062","2,053","2,309","2,358","2,514","2,706","2,859","2,963","3,040","3,146","3,393","3,499","3,841","4,141","4,509","4,749","4,951","5,266","5,766","6,211","6,624","7,400","7,655","7,350","7,722","8,105","8,255","8,695","8,904","8,971","8,896","8,879","8,866","9,067","9,316","9,440","9,375","9,784","10,111","10,015","10,204","10,201","9,982","10,136","10,321","10,543","10,902","11,248","11,617","12,111","12,626","13,093","13,725","14,319","14,705","15,339","15,925","16,362"
Portugal ,450,,425,,606,,740,,819,,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,991,,,,919,,,,,,883,,,,891,920,941,945,964,975,933,954,988,966,959,932,969,964,959,947,970,992,"1,008","1,034","1,052","1,100","1,114","1,118","1,088","1,128","1,099","1,087","1,101","1,079","1,117","1,125","1,182","1,214","1,249","1,302","1,269","1,266","1,273","1,279","1,233","1,231","1,249","1,219","1,208","1,228","1,242","1,257","1,250","1,258","1,228","1,234","1,212","1,150","1,173","1,229","1,290","1,430","1,473","1,401","1,446","1,419","1,648","1,470","1,610","1,571","1,631","1,643","1,732","1,784","1,669","1,523","1,757","1,747","1,749","1,615","1,747","1,708","1,806","1,893","1,804","1,928","2,071","2,046","2,057","2,086","2,168","2,161","2,298","2,393","2,475","2,564","2,659","2,672","2,794","2,956","3,119","3,330","3,504","3,718","3,992","4,164","4,481","4,873","4,987","5,473","5,871","6,355","7,063","7,048","6,517","6,814","7,166","7,340","7,733","8,044","8,114","8,280","8,255","8,089","8,306","8,641","9,185","9,868","10,372","10,826","11,304","11,417","11,138","11,179","11,614","11,994","12,427","12,939","13,356","13,813","14,021","14,068","13,897","14,048","14,118","14,262","14,482","14,436"
Spain ,498,,450,,661,,853,,853,,"1,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,079","1,089","1,133","1,136","1,150","1,202","1,163","1,132","1,153","1,200","1,236","1,248","1,252","1,277","1,274","1,230","1,290","1,283","1,149","1,181","1,207","1,298","1,473","1,598","1,459","1,496","1,519","1,668","1,618","1,520","1,646","1,679","1,692","1,720","1,716","1,661","1,617","1,585","1,641","1,630","1,624","1,654","1,770","1,700","1,712","1,689","1,548","1,619","1,736","1,756","1,786","1,901","1,833","1,829","1,810","1,777","1,851","1,896","1,957","1,977","1,895","2,017","1,989","2,056","2,014","2,033","2,113","2,073","2,045","2,044","2,177","2,212","2,284","2,290","2,331","2,451","2,417","2,600","2,584","2,739","2,620","2,529","2,559","2,486","2,556","2,583","1,989","1,808","1,790","1,915","2,080","2,030","2,126","2,188","2,271","2,102","2,179","2,198","2,186","2,155","2,189","2,386","2,558","2,528","2,696","2,778","2,978","3,046","3,150","3,050","3,072","3,436","3,800","4,151","4,515","4,762","5,060","5,334","5,588","6,032","6,319","6,618","7,099","7,661","8,149","8,346","8,599","8,833","9,023","9,068","9,203","9,186","9,293","9,478","9,571","9,722","9,998","10,520","11,046","11,582","12,055","12,327","12,414","12,262","12,534","12,860","13,152","13,643","14,236","14,872","15,622","16,163","16,573","17,059","17,588","18,194","18,895","19,551","19,706"
Total 14 small west European countries,467,,400,,721,,698,,789,,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,273",,,,,,,,,,,,,,,,,,,,"1,602",,,,,,,,,,,,,,,,,,,,"2,028",,,,,,,,,,"2,361",,,,,,,,,,,,,"2,830","2,639","2,687","2,788","2,712","2,633","2,490","2,536","2,402","2,749","2,696","2,894","3,032","3,049","3,171","3,294","3,366","3,291","3,101","3,198","3,087","3,198","3,320","3,462","3,620","3,697","3,891","3,824","3,874","3,834","3,832","3,666","3,188","3,009","3,171","3,367","3,620","3,846","3,722","3,964","4,090","4,178","4,375","4,604","4,737","4,796","4,923","4,988","5,169","5,361","5,585","5,779","6,135","6,379","6,579","6,739","7,154","7,399","7,841","8,256","8,627","8,560","8,357","8,900","9,415","9,830","10,221","10,436","10,582","10,833","11,024","11,523","11,855","12,377","12,819","13,448","14,074","14,445","14,784","14,958","15,436","15,809","16,152","16,563","17,195","17,077","17,459","17,849","18,250","18,667","19,082","19,499","19,659","20,074","20,414","20,389"
Total 30  Western Europe ,576,,427,,771,,888,,993,,"1,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,567",,,,,,,,,,,,,,,,,,,,"1,953",,,,,,,,,,,,,,,,,,,,"2,483",,,,,,,,,,"2,885",,,,,,,,,,,,,"3,457","3,236","3,284","3,405","3,313","3,226","3,056","3,125","3,132","3,375","3,318","3,544","3,709","3,728","3,885","4,017","4,117","4,022","3,803","3,683","3,788","3,919","4,056","4,158","4,328","4,412","4,638","4,554","4,592","4,543","4,541","4,360","3,803","3,625","3,828","4,041","4,322","4,569","4,806","4,951","5,171","5,422","5,723","5,944","6,160","6,265","6,514","6,879","7,185","7,465","7,746","8,145","8,417","8,667","8,917","9,336","9,805","10,169","10,442","10,837","11,392","11,586","11,493","11,955","12,262","12,585","13,002","13,154","13,139","13,224","13,445","13,743","14,060","14,423","14,801","15,350","15,800","15,908","16,122","16,243","16,127","16,517","16,890","17,147","17,579","18,008","18,497","19,176","19,464","19,628","19,801","20,199","20,522","21,087","21,589","21,672"
